"InChIKey","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"YBBLVLTVTVSKRW-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",NA,NA,NA,NA,NA
"IDPRQTHSAHGSDW-BTOUMFIXSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"AGBQKNBQESQNJD-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dithiolanes","Lipoic acids and derivatives","Lipoic acids and derivatives",NA,NA,NA,NA,NA
"FEVBMCJUKWWWBT-BNIOFCGNSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",NA,NA,NA,NA,NA
"LARSXHUKWMVHRB-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols",NA,NA,NA,NA,NA
"USVMJSALORZVDV-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"VROIYIJLFIRSJU-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"QAXXGPBRPRSNGG-FOHCZQPKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"MTVWFVDWRVYDOR-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols",NA,NA,NA,NA,NA
"VWDLOXMZIGUBKM-AUGXRQBFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Stigmastanes and derivatives","Stigmastanes and derivatives",NA,NA,NA,NA,NA
"HVAVGMDRUJHUOH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Terpene glycosides",NA,NA,NA,NA,NA
"MVLZRHJIQUMZRO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids",NA,NA,NA,NA,NA
"GWLWMLITAICCND-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LNOOSYCKMKZOJB-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives",NA,NA,NA,NA
"LOFBWESEBFUNJU-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Germacranolides and derivatives",NA,NA,NA,NA
"HUVLAOORYMIHTC-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Pentacarboxylic acids and derivatives","Pentacarboxylic acids and derivatives",NA,NA,NA,NA,NA
"WYQVAPGDARQUBT-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"OWNAXTAAAQTBSP-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","N-phenylureas","N-phenylureas",NA,NA,NA,NA,NA
"KZKXXGZWXNUKPI-UHFFFAOYSA-O","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MBYNDKVOZOAOIS-FPLPWBNLSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives","Salicylic acid and derivatives","Salicylic acids",NA,NA,NA
"ZNXDFTKQSCEJGE-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins",NA,NA,NA,NA,NA
"UCFGDBYHRUNTLO-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Camptothecins",NA,"Camptothecins",NA,NA,NA,NA,NA
"FUQAYSQLAOJBBC-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols",NA,NA,NA,NA,NA
"FZWGECJQACGGTI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purinones","Hypoxanthines",NA,NA,NA,NA
"ZJXVNNSMRGTDBI-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Anthracenes","Anthracenecarboxylic acids and derivatives","Anthracenecarboxylic acids",NA,NA,NA,NA,NA
"NFOCYHUCMXEHDG-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",NA,"2-arylbenzofuran flavonoids",NA,NA,NA,NA,NA
"VGYFMXBACGZSIL-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines","Phenylquinolines",NA,NA,NA,NA,NA
"LBVPDFGFLMFDPI-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"Macrolides and analogues",NA,NA,NA,NA,NA
"LUULUSZGAPNFFC-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids",NA,NA,NA,NA,NA
"LQIHCTVXRQRKEH-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA,NA
"HEIHBBPLLFNNDR-ONVIIIJXSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Furopyrans",NA,"Furopyrans",NA,NA,NA,NA,NA
"IEYRZZFZVNOOBB-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YUPCLHHTUNDMAN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"QRLWPEYQYHTNGC-HYOGKJQXNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines",NA,NA,NA,NA,NA
"QFVOYBUQQBFCRH-VQSWZGCSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Kaurane diterpenoids",NA,NA,NA,NA,NA
"SHGAZHPCJJPHSC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Retinoids","Retinoids",NA,NA,NA,NA,NA
"SQOJOAFXDQDRGF-AIFBQCQPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones","Ginkgolides and bilobalides",NA,NA,NA,NA
"DWTTZBARDOXEAM-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"Macrolides and analogues",NA,NA,NA,NA,NA
"UTCVMWVGPIYCTH-BKUYFWCQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Aurone flavonoids",NA,"Aurone flavonoids",NA,NA,NA,NA,NA
"ZPLVEUIOSKJIDT-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens","5-methoxypsoralens",NA,NA,NA
"OJDUYMYADCXNAN-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"IACOAKYXFIWAQN-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Arylsulfates","Phenylsulfates",NA,NA,NA,NA,NA
"COLNVLDHVKWLRT-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"LKOARHYUMOKAPJ-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzyloxycarbonyls","Benzyloxycarbonyls",NA,NA,NA,NA,NA
"KLXHCGFNNUQTEY-AATRIKPKSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"AXZCNBVMHHTPKA-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"GCKXCHKHBLNGAF-WGKDYUSESA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Acetophenones","Acetophenones",NA,NA,NA,NA,NA
"OBGPEBYHGIUFBN-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"WFBLMHMNFFISSY-FTHRAJORNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"MTCFGRXMJLQNBG-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Serine and derivatives",NA,NA,NA
"JESHPVVTRWFMBW-NSHDSACASA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzoxazoles",NA,"Benzoxazoles",NA,NA,NA,NA,NA
"ANWQAFOQTZKSNU-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEGLCEQVOFDUPX-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Dialkyl phosphates",NA,NA,NA,NA
"HRSGCYGUWHGOPY-LYHHMGRNSA-N","Completed","Organic compounds","Alkaloids and derivatives",NA,NA,"Alkaloids and derivatives",NA,NA,NA,NA,NA
"KLGPVOFVVYHEGO-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"KEDZPHBUEGYHGC-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins",NA,NA,NA,NA,NA
"FRTLZCBOZUBSKB-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KUAZQDVKQLNFPE-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Tertiary amines","Thiuram disulfides",NA,NA,NA,NA
"ZCEYUYRVYFKPRM-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives",NA,"Benzene and substituted derivatives",NA,NA,NA,NA,NA
"YFCZJZFKQUAEGT-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",NA,NA,NA,NA,NA
"OVSQVDMCBVZWGM-DTGCRPNFSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"LJTUHCJGGCJGFB-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Monoalkyl phosphates",NA,NA,NA,NA
"ZOKYTRIEIDWYSG-LUAWRHEFSA-N","Completed","Organic compounds","Hydrocarbons","Unsaturated hydrocarbons","Unsaturated aliphatic hydrocarbons","Unsaturated aliphatic hydrocarbons",NA,NA,NA,NA,NA
"WZSWWJLIQCVBRG-ZCXUNETKNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"PSIFNNKUMBGKDQ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","Biphenyls and derivatives",NA,NA,NA,NA,NA
"ZCYXGVJUZBKJAI-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Phenylpropanoic acids",NA,"Phenylpropanoic acids",NA,NA,NA,NA,NA
"RZQNQMRSGMXXMH-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",NA,NA,NA,NA,NA
"QTBZDDLLDFZGQX-KVUJAYRISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",NA,NA,NA,NA,NA
"FZAVQTYIBVEBHF-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal glycosides",NA,NA,NA,NA,NA
"WTLBZVNBAKMVDP-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Trialkyl phosphates",NA,NA,NA,NA
"XFTFIFNAWKMLKL-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes",NA,NA
"KQEBTLYBLYIGCO-HRBUQVTHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"ORMBYUPZHHWUEM-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"CADNMISJDLVPCK-LSDHHAIUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",NA,NA,NA,NA,NA
"HPNSFSBZBAHARI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Isocoumarans","Isobenzofuranones","Phthalides",NA,NA,NA,NA,NA
"FIHPLICEAUNEFV-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives",NA,NA,NA
"WCFIGQHNBJXROP-IHMUCKAYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA
"OLARKEMZPWGFJU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol esters",NA,"Phenol esters",NA,NA,NA,NA,NA
"WFJIVOKAWHGMBH-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenols","Benzenediols","Resorcinols",NA,NA,NA,NA,NA
"JNPXCTROEJQHKD-APAPHXOESA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"WFRQXTUCHBFZII-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines",NA,NA,NA
"HEFNNWSXXWATRW-JTQLQIEISA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Phenylpropanoic acids",NA,"Phenylpropanoic acids",NA,NA,NA,NA,NA
"UEYLQBDKJLWZKD-OWOJBTEDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"OAUIRSVJXOFAOO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanones","6-prenylated isoflavanones",NA,NA,NA,NA
"LKKDASYGWYYFIK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",NA,NA,NA,NA,NA
"FVNWEEOYGOYOFH-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEGQHKSYEYVFTD-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"LKYFEHOQZFLQQV-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WUYYRWIYXBUPBS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Halobenzoic acids and derivatives","3-halobenzoic acids and derivatives",NA,NA,NA,NA
"ANBPQRLLOPVKIG-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives",NA,"Phenanthrenes and derivatives",NA,NA,NA,NA,NA
"ZAWVKTOAAOBPLL-PGQNAQSUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"OOAFHWZQYGAPFW-SFHVURJKSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acid amides",NA,NA,NA
"ROWKODQLOIEBHL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","1-hydroxysteroids",NA,NA,NA,NA,NA
"JVOLPASYNIPHBV-HCSHWHRSSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HPLALXILNGTIHC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxosteroids","16-oxosteroids",NA,NA,NA,NA,NA
"IEWHPTFFMRBBPQ-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Cyclic peptides",NA,NA,NA,NA
"FPNIDMZXMYSHOX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Beta amino acids and derivatives",NA,NA,NA,NA
"QKEDJCCCNZWOBS-SGOPFIAHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans","8-prenylated flavans","8-prenylated flavanones",NA,NA,NA,NA
"PJHBZROILRCFRB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"HXMZQSGMNGTGGB-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"XEMVQWDHRXAQNR-YVEJFGEMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins",NA,NA,NA,NA,NA
"AXODOWFEFKOVSH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","1-benzopyrans",NA,NA,NA,NA,NA
"URBINSBJCMAJLR-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FWRMXZJICBUHLB-VEDPMBGDSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"GKVRBFMDGFUHPX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"GGLFMIALTLLMEJ-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA,NA
"IRNRNPNZAKHEAW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazoles",NA,"Benzothiazoles",NA,NA,NA,NA,NA
"KQJOTRBNSBFLSW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",NA,NA,NA,NA,NA
"JMZQNDHPXVHWLU-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLIKAWJENQZMHA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Aniline and substituted anilines","Aniline and substituted anilines",NA,NA,NA,NA,NA
"FNIRVWPHRMMRQI-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"GBRZTUJCDFSIHM-KRWDZBQOSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","O-methylated isoflavonoids","5-O-methylated isoflavonoids",NA,NA,NA,NA,NA
"XOMRRQXKHMYMOC-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",NA,NA,NA,NA,NA
"VAZOKPJSDFICQA-OWOJBTEDSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"KVBGVZZKJNLNJU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthalene sulfonic acids and derivatives","Naphthalene sulfonates","2-naphthalene sulfonates",NA,NA,NA,NA
"OSDHWYZIXWDLGD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"NJPQAIBZIHNJDO-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolidines","N-alkylpyrrolidines","N-alkylpyrrolidines",NA,NA,NA,NA,NA
"LPEPZBJOKDYZAD-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Aminobenzoic acids and derivatives","Aminobenzoic acids",NA,NA,NA,NA
"DMSMPAJRVJJAGA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazoles",NA,"Benzothiazoles",NA,NA,NA,NA,NA
"OOADLWBTJWWEHC-RWTNITNYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Aurone flavonoids",NA,"Aurone flavonoids",NA,NA,NA,NA,NA
"CLKIYIWKKBDFBS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines","Phenylquinolines",NA,NA,NA,NA,NA
"OVSVTCFNLSGAMM-OUOOUFEBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Tetraterpenoids","Carotenoids","Carotenes",NA,NA,NA,NA
"UBACIIOEFBCVFB-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCEKAJIANROZEO-UHFFFAOYSA-N","Completed","Organic compounds","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl sulfonic acid and derivatives","Perfluorooctane sulfonic acid and derivatives",NA,NA,NA,NA
"TUZYXOIXSAXUGO-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,NA
"AQOMLMMSAVDODV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"VLPFTAMPNXLGLX-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"WJFVEEAIYIOATH-JAJWTYFOSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Amino sugars","Acylaminosugars",NA,NA,NA
"JTUCCIJVUMWRPQ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives",NA,"Quinolines and derivatives",NA,NA,NA,NA,NA
"HJYKBLRUVKPMAF-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XLMALTXPSGQGBX-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Stilbenes",NA,"Stilbenes",NA,NA,NA,NA,NA
"XREUEWVEMYWFFA-CSKJXFQVSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Anthracyclines",NA,"Anthracyclines",NA,NA,NA,NA,NA
"BALAWIKXKINUNV-HNQUOIGGSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKAJHWFHHFSCDT-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Dipeptides",NA,NA,NA,NA
"CWEOFKJDSQYFTD-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JNTOCHDNEULJHD-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purinones","Hypoxanthines",NA,NA,NA,NA
"NYKHQRHPWDLZTL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives",NA,"Pyridines and derivatives",NA,NA,NA,NA,NA
"KCSPYQSCNFOIII-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",NA,NA,NA,NA,NA
"GUUJBXAAYZRYSX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",NA,NA,NA,NA,NA
"VOCGSQHKPZSIKB-FQEVSTJZSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans","6-prenylated flavans","6-prenylated flavanones",NA,NA,NA,NA
"XWUVCHRGACWHNI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
